1 -0.648609 -0.844608 0.339085 -0.293230 0.368188 -0.332369 -0.035358 0.181287 0.640814 0.119197 -0.179981 0.060771 0.046933 -0.367132 -0.064618 -0.571541 0.043046 0.074410 0.327700 -0.275207 0.275636 -0.005366 -0.209734 0.337401 0.080218 -0.162702 0.196824 0.157386 -0.116185 -0.499804 -0.485277 0.165158 -0.216959 -0.106003 0.044881 -0.145537 -0.636788 -0.308832 0.526211 -0.762615 -0.509225 0.014780 0.541629 0.085014 -0.512069 0.156713 -0.315095 -0.146849 0.581112 0.291975 -0.736074 0.721631 0.193734 0.455833 0.012747 0.197361 -0.138513 0.526307 -0.144180 0.075576 0.171326 -0.324907 -0.697523 -0.116625 -0.166322 0.296988 -0.043183 -0.160847 -0.776341 0.203902 0.611900 -0.541820 0.511065 -0.445658 -0.112469 -0.359036 1.001368 -0.266141 0.266923 -0.733716 -0.225853 -0.523290 -0.011717 -0.772985 -0.023666 -0.128722 0.329375 -0.100629 0.332224 0.322274 0.567282 0.507629 0.283756 0.364589 0.020042 -0.024299 0.189242 -0.606686 0.205175 -0.120079 -0.602916 -0.089818 0.507838 0.392716 0.702215 0.133002 0.476787 -0.042582 -0.426959 0.328204 0.134051 0.280281 0.032245 0.108615 -0.119607 0.326728 -0.041318 0.350950 -0.305597 -0.626487 0.132607 0.790028 0.061062 -0.171371 -0.297780 -0.299541 -0.344081 -0.234950
130 -0.618994 -0.717556 0.277449 -0.087567 0.672336 0.000642 0.461244 -0.309459 -0.009939 0.097735 0.198959 0.053046 -0.129472 0.292475 -0.134919 0.178873 -0.189963 0.290665 0.324557 -0.075253 -0.192826 0.337357 -0.622747 -0.031135 -0.132787 0.125959 -0.372508 0.008807 -0.219844 -0.301515 -0.184948 -0.676630 0.469208 0.081825 0.688530 0.698599 -0.652447 -0.564115 -0.428356 0.084541 -0.472301 0.197982 0.304676 -0.184642 0.119098 0.207866 -0.419987 -0.279123 0.074554 -0.364427 -0.197780 -0.011666 -0.020520 0.566179 0.613735 0.213134 -0.550276 -0.300480 0.186588 -0.853377 0.277470 0.709348 0.091953 -0.344706 -0.314753 -0.177751 0.171940 -0.991349 -0.336775 -0.324214 0.295973 0.232826 0.546292 -0.714437 1.051065 -0.473510 0.599023 0.265357 0.112942 -0.459416 0.112599 -0.512127 0.569122 0.071930 0.140760 0.145567 0.614985 0.106723 0.271634 0.194675 0.735189 0.942644 -0.138059 0.233594 0.198164 -0.179209 0.140884 -0.242228 -0.377172 0.114641 -0.835841 -0.681232 0.364506 0.005303 0.153187 0.584012 0.401688 -0.118165 0.178778 0.415438 -0.245620 0.159677 -0.521550 0.120440 0.058307 0.250596 0.165901 0.085255 -0.029413 -0.432426 0.375164 0.240301 0.582625 -0.732489 0.311382 -0.161632 -0.370419 -0.013567
160 -0.110257 -0.218412 0.048199 -0.062202 0.157976 -0.063012 0.053611 -0.089490 0.111633 0.025536 -0.000066 0.068533 -0.015629 0.040160 0.083451 -0.053194 -0.053918 0.095890 0.068030 0.063372 0.105482 0.232922 -0.179245 0.148086 0.056230 0.013346 0.014955 -0.047153 -0.185882 -0.084602 -0.009019 -0.159922 0.101778 -0.026635 0.165841 0.059109 -0.181673 -0.154432 0.027842 -0.046503 -0.181887 0.009954 0.223941 -0.051846 -0.073936 0.102011 -0.110779 -0.029823 0.109089 0.001619 -0.239320 0.076711 0.012178 0.094671 0.214925 0.121720 -0.198684 -0.014065 0.035959 -0.176010 0.023330 0.054142 -0.106883 -0.087780 0.021235 0.049073 -0.063444 -0.296732 -0.256612 0.011948 0.126100 0.043516 0.169565 -0.206688 0.352154 -0.208318 0.248539 0.008197 -0.002968 -0.162428 -0.001592 -0.040931 0.100303 -0.262470 -0.018415 0.081000 0.193079 -0.073472 0.077603 0.130428 0.363880 0.285989 0.102639 0.186355 0.053159 0.034511 0.054257 -0.086553 -0.002267 0.005954 -0.211855 -0.198677 0.134905 0.121370 0.118054 0.008263 0.132660 -0.125222 0.001384 0.043472 -0.022676 0.149258 -0.108908 -0.079129 -0.023963 0.146382 -0.065346 0.039331 0.063899 -0.216298 0.112578 0.142562 0.220023 -0.140365 0.104286 -0.117286 -0.145358 -0.054515
532 -0.482176 -0.012205 -0.409428 -0.038150 -0.152074 -0.509449 -0.333733 -0.414330 0.667136 -0.277445 -0.398378 -0.141786 0.080264 0.074882 -0.364342 -0.675725 -0.321917 -0.355675 0.312653 -0.552888 0.114060 0.836873 -0.133590 0.498806 0.602956 -0.682741 0.357641 -0.740099 -0.912302 0.112478 -0.648841 0.228418 -0.396716 0.325778 0.226541 0.167516 -0.304676 -0.174072 -0.397976 0.062596 -0.011180 -0.340464 0.919697 0.342243 -0.594024 0.767153 -0.380820 -0.450792 -0.245098 -0.103575 0.057671 0.010363 -0.267524 0.438530 -0.266183 0.592045 -0.382251 0.311392 0.383963 -0.660876 -0.312733 0.699408 -0.545534 0.307801 -0.267532 -0.251654 -0.040176 -0.784346 -0.422865 -0.326535 0.412815 -0.138218 0.633378 -0.171294 0.958308 -0.645853 0.573246 0.519685 -0.227231 0.231912 -0.104140 -0.306420 0.502445 -0.478610 -0.105006 -0.162734 0.927850 0.571670 0.238520 -0.140451 0.715222 0.041183 -0.179984 -0.375959 0.187175 0.311608 -0.477165 0.304226 0.500332 0.105971 0.006884 -0.516927 0.313999 0.724818 -0.024741 -0.486164 0.185502 0.102098 -0.289851 -0.067295 0.253409 0.260354 -0.728519 -0.066152 0.431983 0.538371 -0.143148 0.012481 0.053417 -0.909415 -0.240981 0.396096 0.549838 0.017005 -0.070282 -0.186146 0.022734 -0.304073
227 -0.165248 -0.819700 0.017944 0.168181 0.588605 -0.305413 -0.348490 -0.382832 0.341578 0.424506 0.216974 0.466874 -0.131246 0.102915 0.074395 -0.446122 -0.117098 -0.065439 -0.237141 0.103283 -0.172101 -0.443820 0.185981 0.216405 -0.052976 -0.484159 -0.004108 -0.865482 0.104513 0.148143 -0.540788 -0.582680 -0.215041 -0.218015 0.514488 0.150101 -0.072869 -0.121229 -0.063883 -0.416926 -0.336018 -0.079146 -0.056381 0.083451 -0.766572 -0.113791 -0.085258 -0.462169 0.628765 0.197311 -0.351231 0.348558 0.696523 0.552646 0.325669 0.589831 -0.381561 0.039303 0.456142 -0.446883 0.342259 -0.140542 -0.013124 -0.595383 0.055424 0.509498 -0.041204 -0.812095 -0.609658 -0.198029 -0.079449 0.132966 0.279569 -0.109150 0.026940 0.177813 1.131334 -0.542738 -0.424371 0.394198 0.234246 0.433941 -0.226420 -0.080901 -0.262828 0.289686 1.105237 0.229659 -0.355255 0.162492 0.344907 0.519559 0.282762 -0.127675 -0.079954 -0.124597 0.375181 -0.428244 -0.571541 -0.387229 -0.452506 0.181653 0.224403 0.046337 0.644909 0.282436 0.667030 -0.220299 0.354354 0.493104 0.465344 0.333065 -0.700882 -0.611819 0.447946 1.037996 -0.547128 0.622623 0.116995 -0.720816 0.502957 0.173381 0.380945 -0.424895 0.199618 0.149533 -0.286153 0.003050
365 0.043017 -0.308267 -0.002632 -0.208703 0.071973 0.228247 -0.152248 -0.154718 0.292228 -0.086951 0.146957 0.203831 -0.057284 -0.134439 0.533961 -0.008773 -0.233136 0.191868 -0.114248 0.313562 0.335880 0.433478 -0.316361 0.328163 0.114479 -0.075192 -0.031808 -0.318362 -0.597359 -0.331474 0.288580 -0.256753 -0.077329 0.015412 0.092467 -0.056818 0.062950 0.052931 0.339000 0.053992 -0.226274 0.213633 0.125309 0.022805 -0.216489 0.042219 -0.010100 0.109037 0.087872 0.205103 -0.389822 -0.125635 0.247331 -0.114860 0.285339 0.241818 -0.427336 0.096752 -0.065272 0.179860 -0.063093 -0.283445 -0.394830 -0.066653 0.284890 0.164404 -0.122959 -0.437960 -0.563109 0.136361 0.239195 -0.082254 0.140335 -0.366125 0.372484 -0.290030 -0.037749 0.060166 -0.015861 -0.115701 -0.065694 0.354812 -0.164918 -0.713681 -0.263183 0.414915 0.415830 -0.129398 0.160967 0.204719 0.716752 -0.013716 0.232378 0.415581 -0.005327 0.356793 0.052012 -0.102447 -0.062161 -0.078065 -0.227269 -0.359854 0.007666 0.290695 0.301570 -0.390273 -0.017884 -0.537338 -0.088923 -0.131065 0.087801 0.448893 -0.161359 -0.181755 -0.295921 0.141254 -0.252777 -0.196632 0.251067 -0.420588 -0.073259 0.159968 0.582200 -0.067554 0.317102 -0.206974 -0.328166 -0.150318
86 -0.059499 -0.198157 0.027685 -0.024912 0.078749 0.003783 -0.080514 -0.109343 0.155889 0.029361 0.019411 0.052243 -0.036944 -0.042561 0.164321 -0.143379 -0.005979 0.079901 -0.046226 0.049137 0.162312 0.153215 -0.080496 0.166643 0.110439 -0.072464 0.000460 -0.134888 -0.219059 -0.069581 0.020430 -0.089945 -0.050436 -0.080383 0.074490 -0.029403 -0.092773 -0.064993 0.077238 -0.021036 -0.095338 0.080945 0.147016 -0.026313 -0.165035 0.164720 -0.045791 -0.081591 0.073456 0.053895 -0.222431 0.127535 0.137044 0.072484 0.131828 0.091174 -0.150981 0.041448 0.020127 -0.052488 -0.068607 -0.006670 -0.173549 -0.035209 0.047140 0.094992 -0.094916 -0.264414 -0.268449 0.014876 0.193365 -0.041398 0.102916 -0.194330 0.206392 -0.103046 0.209117 0.005194 -0.057648 -0.054314 -0.069230 0.109777 -0.029780 -0.278814 0.015543 0.106346 0.270238 -0.013688 0.011431 0.089746 0.300071 0.130935 0.128963 0.154121 0.009649 0.088762 0.011137 -0.083892 0.028715 -0.092649 -0.165406 -0.122217 0.102382 0.205572 0.179350 -0.114152 0.081085 -0.164589 -0.047550 -0.012162 0.094056 0.219259 -0.063713 -0.149798 0.010887 0.223390 -0.168328 0.021963 0.100910 -0.185880 0.074434 0.170379 0.292153 -0.055362 0.012756 -0.053550 -0.099072 -0.126538
62 -0.105248 -0.186539 0.023272 -0.044006 0.122548 -0.064640 0.012731 -0.068246 0.089124 0.022237 -0.006641 -0.018916 -0.006612 -0.042624 0.082720 -0.207953 0.008375 0.029114 -0.016321 -0.004473 0.123248 0.121346 -0.120976 0.185505 0.123121 -0.117796 0.010476 -0.105302 -0.166998 -0.043039 -0.009155 -0.064035 0.021168 -0.121932 0.081003 -0.038190 -0.164831 -0.123036 0.087523 -0.011112 -0.098760 0.037860 0.157029 -0.086307 -0.095443 0.175720 -0.066830 -0.094461 0.106262 0.010832 -0.216243 0.167843 0.106221 0.145487 0.147117 0.043797 -0.119246 0.032637 0.035322 -0.066631 -0.029289 0.002508 -0.103873 -0.076095 0.009117 0.109667 -0.146532 -0.265093 -0.329771 -0.030925 0.207540 -0.066499 0.161488 -0.205836 0.277488 -0.130672 0.284901 0.005167 -0.026722 -0.111746 -0.052684 0.005925 0.042800 -0.291589 0.066493 0.067504 0.269381 -0.029707 -0.009194 0.095666 0.339638 0.196641 0.117796 0.156935 0.004944 0.056944 0.015698 -0.082115 0.056656 -0.054896 -0.143028 -0.130791 0.209219 0.178125 0.154636 -0.032256 0.113999 -0.072565 -0.017597 0.017167 0.079793 0.193185 -0.053868 -0.155725 0.065556 0.262094 -0.189469 0.058870 0.066014 -0.162018 0.150325 0.118925 0.198741 -0.037670 0.030703 -0.004124 -0.036019 -0.136056
107 -0.098607 -0.001341 -0.043889 -0.005790 0.053560 -0.094015 0.081227 -0.103130 -0.041553 0.030376 -0.048660 -0.002037 0.007061 0.007740 0.008396 -0.288961 -0.013943 -0.087595 0.036658 -0.051895 0.082193 0.172644 -0.062065 0.185732 0.173298 -0.161287 0.055928 -0.153591 -0.156606 0.077531 -0.078298 -0.068781 0.034066 -0.062619 0.111970 -0.013187 -0.182894 -0.103485 0.020814 -0.009512 -0.073225 -0.080517 0.251022 -0.117027 -0.063399 0.260992 -0.000829 -0.113943 0.054097 -0.010264 -0.205147 0.180858 0.061268 0.111240 0.150182 0.117064 -0.118709 0.038562 0.117892 -0.166011 -0.051329 0.179536 -0.050909 -0.016238 -0.042023 0.097372 -0.109651 -0.343158 -0.328952 -0.090554 0.217637 0.013848 0.149766 -0.196990 0.349283 -0.113522 0.312832 0.077690 -0.030506 -0.051426 0.040384 -0.063546 0.095836 -0.245917 0.043561 -0.010733 0.293135 0.012672 0.001877 0.116490 0.326936 0.296551 0.122991 0.091230 -0.035342 0.027786 -0.008363 0.025094 0.043025 -0.045591 -0.142732 -0.109218 0.264175 0.150686 0.107971 0.026838 0.100277 -0.014557 0.015099 0.036516 0.089621 0.215416 -0.065157 -0.148986 0.195238 0.241482 -0.145819 0.101241 0.087995 -0.122329 0.178190 0.127497 0.175221 -0.001494 0.079095 0.045201 0.006682 -0.066454
121 -0.045416 -0.152249 0.017328 -0.032162 0.114199 -0.030441 0.046978 -0.086322 0.028444 0.048358 -0.028929 -0.039154 -0.008116 -0.020920 0.082446 -0.206737 0.031127 0.012512 -0.029505 0.025259 0.110462 0.159144 -0.075754 0.159117 0.144122 -0.159918 0.027373 -0.125000 -0.143199 -0.002234 0.031572 -0.071204 0.035593 -0.185485 0.065477 -0.056643 -0.168484 -0.129954 0.019006 -0.000787 -0.079830 0.038028 0.151419 -0.130941 -0.099516 0.248732 -0.044956 -0.146966 0.095477 -0.009822 -0.220826 0.172226 0.086856 0.148676 0.156069 0.044475 -0.145394 -0.000155 0.054307 -0.063610 -0.055357 0.056143 -0.021577 -0.064503 -0.021680 0.096278 -0.182060 -0.287250 -0.335963 -0.071952 0.188254 -0.042071 0.181251 -0.185910 0.347189 -0.157593 0.283565 0.022784 -0.061181 -0.102391 -0.051461 0.003293 0.046810 -0.275517 0.100102 0.094271 0.303112 -0.013554 -0.061720 0.083453 0.340367 0.203696 0.116600 0.148120 0.011370 0.066166 -0.038751 -0.060881 0.044618 -0.031834 -0.118082 -0.139309 0.223506 0.189893 0.139353 -0.024774 0.121690 -0.068042 -0.006916 -0.009086 0.096840 0.179914 -0.067433 -0.214240 0.091057 0.240820 -0.189438 0.068493 0.058927 -0.141048 0.197636 0.103071 0.192248 -0.012776 0.055765 0.009098 -0.008995 -0.105475
