0	1	0.039408481
2	3	0.045712398
2	4	0.060193366
5	6	0.010613645
5	7	0.054601676
8	9	0.021286207
10	11	0.021178259
12	13	0.022185989
12	14	0.071332788
15	16	0.053680406
17	18	0.098257809
12	19	0.022371339
20	21	0.014370473
20	22	0.066047504
23	24	0.090738027
23	25	0.035362899
23	26	0.066248051
23	27	0.03831843
23	28	0.055282482
23	29	0.03175093
23	30	0.014221238
23	31	0.003978788
23	32	0.00254333
23	33	0.087547191
23	34	0.075722581
23	35	0.020738727
23	36	0.087095126
23	37	0.095387621
23	38	0.04137474
23	39	0.06423635
23	40	0.03601536
41	42	0.077775899
43	44	0.096788688
45	46	0.072871789
47	48	0.046618108
49	50	0.013881367
41	51	0.077571499
52	53	0.042108609
54	55	0.011374214
54	56	0.06928025
54	57	0.081985237
54	58	0.047221047
54	59	0.046914414
60	61	0.008094727
54	54	0.03913032
62	63	0.084650912
64	65	0.029656183
62	4	0.043022586
66	67	0.022448356
68	69	0.010283516
42	41	0.074573766
70	71	0.004917029
72	21	0.080225302
71	70	0.07800439
73	74	0.098510858
75	76	0.092549434
75	48	0.09393947
77	78	0.047759989
77	79	0.083202634
80	81	0.092969939
80	68	0.09577073
19	62	0.045099133
82	83	0.046849247
22	21	0.02672926
82	84	0.049830333
21	72	0.024430083
41	85	0.068991469
41	86	0.087027617
41	87	0.076377701
82	86	0.025103239
88	89	0.056536126
90	91	0.013836191
92	20	0.040124728
41	93	0.037075216
41	94	0.02248989
41	95	0.061314794
89	96	0.056741054
89	88	0.073292873
97	98	0.07718972
97	99	0.094471562
97	100	0.042641015
97	101	0.016332442
97	102	0.029729981
103	104	0.036673948
51	41	0.049420476
82	105	0.03687192
90	106	0.074833066
62	107	0.091194132
108	109	0.055616635
108	66	0.033484366
108	110	0.094603593
108	111	0.013605203
108	112	0.071070136
113	114	0.098390542
115	116	0.090728857
117	118	0.017069812
76	119	0.095363046
17	120	0.086695806
82	121	0.048601688
122	123	0.045534366
14	12	0.090294163
124	125	0.055065432
13	126	0.080502178
127	128	0.0063134
127	129	0.041868524
127	130	0.020144855
131	132	0.06234791
40	26	0.064274152
40	29	0.04922633
18	133	0.070603537
56	55	0.051018251
56	54	0.034858538
56	59	0.010025442
134	6	0.033130528
115	62	0.013759897
135	136	0.087720645
137	138	0.012343683
137	137	0.074981202
22	20	0.065854376
139	140	0.04039278
141	142	0.094500236
143	143	0.088132669
143	51	0.076816959
143	133	0.047144481
144	145	0.092279142
146	147	0.087175052
83	82	0.056369805
148	149	0.045056837
150	103	0.073429981
150	150	0.048962895
49	84	0.001068911
151	28	0.072865914
152	153	0.010709578
153	152	0.06685071
154	155	0.043728864
156	157	0.036587563
139	15	0.056401278
158	159	0.019741504
4	2	0.014468708
4	3	0.059139996
133	18	0.039603842
160	161	0.034568788
84	162	0.086547828
84	50	0.092349501
84	49	0.025709238
84	71	0.03242774
72	163	0.012190959
164	139	0.054173061
165	166	0.03956564
167	168	0.041521901
123	122	0.08615169
169	115	0.039008374
169	170	0.034427665
40	171	0.04722253
123	103	0.067169787
123	172	0.052254812
123	61	0.040546551
123	123	0.07055978
24	96	0.067457507
81	80	0.089667147
173	21	0.063214298
174	175	0.040802798
176	177	0.076322008
176	178	0.064142855
122	179	0.059366022
21	22	0.073167374
180	130	0.01681816
181	182	0.092548202
129	183	0.009118742
184	184	0.040057655
181	179	0.076448821
185	52	0.028735629
70	186	0.006802963
106	187	0.044500201
137	175	0.004345646
137	174	0.081755337
188	189	0.001364045
108	190	0.024020488
191	157	0.00734233
191	191	0.089860808
192	193	0.006010432
192	194	0.023688917
192	195	0.043445238
192	2	0.076024901
192	192	0.00999038
41	196	0.008097104
41	197	0.028994205
41	198	0.088093231
41	199	0.092234635
41	200	0.086650853
41	167	0.077431701
41	201	0.050297267
41	202	0.024571774
41	203	0.015486988
41	204	0.040354003
41	205	0.033702667
41	206	0.012959929
41	207	0.02059925
208	208	0.015268528
61	123	0.012657991
209	210	0.051998095
41	128	0.086155224
211	54	0.027886385
115	212	0.015452367
106	189	0.015028332
137	208	0.008461926
212	115	0.089297979
56	58	0.045031914
30	25	0.01842511
30	36	0.010670956
30	41	0.083343968
155	213	0.084791503
48	47	0.096411545
214	180	0.069408728
96	24	0.060134852
4	4	0.068713339
4	62	0.070824795
155	215	0.0864522
216	15	0.085186519
170	170	0.014726049
71	217	0.024690981
71	50	0.033368577
71	49	0.046802756
13	13	0.033776753
98	97	0.019730948
74	1	0.066185165
74	218	0.099644902
74	219	0.031704115
74	215	0.048006392
74	220	0.052653948
74	221	0.044450502
74	222	0.031215282
74	223	0.037200533
74	18	0.033730198
74	224	0.077358687
74	225	0.020179175
74	226	0.071734599
74	227	0.008534262
74	17	0.028298201
74	228	0.028054452
229	64	0.045029531
100	97	0.076287589
230	21	0.05868639
230	20	0.07786211
231	232	0.091253883
233	209	0.029640164
233	234	0.086124006
233	235	0.090644979
233	236	0.081070289
233	159	0.079633652
233	237	0.002937409
233	210	0.020479291
233	238	0.007384795
233	239	0.081842967
233	240	0.077942884
233	241	0.010842717
233	242	0.091544083
233	243	0.064454157
233	244	0.027591942
245	115	0.054972401
246	247	0.073568534
248	74	0.063878144
13	238	0.098318214
106	62	0.097376719
106	249	0.01821666
13	27	0.019143899
13	209	0.059736172
103	250	0.069115289
40	251	0.0416376
175	252	0.059349242
169	251	0.057944536
115	169	0.007601218
232	231	0.049301445
75	253	0.075175309
75	40	0.076072443
175	174	0.03327336
254	137	0.099143213
249	212	0.079695354
249	255	0.073707891
249	256	0.052332706
222	74	0.017733607
183	257	0.065288187
17	218	0.059114144
183	198	0.05723133
183	258	0.04936275
183	183	0.041362934
19	12	0.076174059
259	72	0.069045984
259	260	0.039171218
75	261	0.068813993
115	170	0.038405073
251	169	0.050048885
262	262	0.089350355
263	263	0.092595369
264	265	0.063088705
264	266	0.054570078
264	267	0.071508282
106	268	0.060951518
269	45	0.067595617
129	270	0.014927591
271	272	0.017689638
81	256	0.063774178
46	139	0.015253855
46	15	0.00447159
46	273	0.023991986
46	272	0.032678991
46	274	0.021588841
46	164	0.0521553
46	216	0.015257208
46	45	0.015270675
275	276	0.044398353
277	277	0.068621511
155	114	0.098730078
158	62	0.061223821
129	278	0.093805669
101	101	0.087001649
29	40	0.002110135
279	107	0.058279177
155	208	0.036577565
231	280	0.05489791
281	281	0.014882215
282	283	0.034150379
155	284	0.011415
46	46	0.049991598
160	28	0.071722511
160	23	0.010498289
285	286	0.052917006
285	211	0.047168001
258	183	0.021533089
69	287	0.036301315
280	231	0.086791879
212	249	0.08513554
162	288	0.039643515
162	71	0.060623869
162	84	0.018745651
280	289	0.063385847
280	270	0.07265268
280	196	0.097319373
